value,emory_probability,mimic_probability,nu_probability,ohsu_probability,rush_probability,sunnybrook_probability,ucmc_probability,ucsf_probability,umn_probability,upenn_probability
92.1,,0.9344404858753892,,,,,,,,
92.2,,,,0.9105369478308777,,,,,,
92.4,,,,,,,,,,0.9125794332760481
92.473,,,,,,,,,0.9061399792558398,
92.7,,,0.9408007065057403,,,,,,,
93,0.9479334492494697,,,,,,0.9234951456310679,,,
93.1,,,,,,0.9680398853448802,,,,
93.3,,,,,0.9714504773368069,,,,,
93.4,,,,0.9408100128551046,,,,,,
93.671,,,,,,,,,0.9373779576254266,
93.7,,,,,,,,1.0,,0.9401862435554135
94,0.9641404393115219,0.9710775100288944,0.9703377980571092,,,,0.9487378640776699,,,
94.9,,,,0.9701507296331351,,,,,,
95,0.9772846910941313,,,,,,0.97026060296372,,,
95.238,,,,,,,,,0.9686938483338934,
95.3,,,,,,,,,,0.9708344990208225
100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
