sofa_score,total_encounters__Emory,total_encounters__JHU,total_encounters__MIMIC,total_encounters__Michigan,total_encounters__NU,total_encounters__OHSU,total_encounters__RUSH,total_encounters__Sunnybrook,total_encounters__UCMC,total_encounters__UCSF,total_encounters__UMN,total_encounters__UPenn,total_encounters__ALL,n_encounters__Emory,n_encounters__JHU,n_encounters__MIMIC,n_encounters__Michigan,n_encounters__NU,n_encounters__OHSU,n_encounters__RUSH,n_encounters__Sunnybrook,n_encounters__UCMC,n_encounters__UCSF,n_encounters__UMN,n_encounters__UPenn,n_encounters__ALL,n_deaths__Emory,n_deaths__JHU,n_deaths__MIMIC,n_deaths__Michigan,n_deaths__NU,n_deaths__OHSU,n_deaths__RUSH,n_deaths__Sunnybrook,n_deaths__UCMC,n_deaths__UCSF,n_deaths__UMN,n_deaths__UPenn,n_deaths__ALL,mortality_rate_percent__Emory,mortality_rate_percent__JHU,mortality_rate_percent__MIMIC,mortality_rate_percent__Michigan,mortality_rate_percent__NU,mortality_rate_percent__OHSU,mortality_rate_percent__RUSH,mortality_rate_percent__Sunnybrook,mortality_rate_percent__UCMC,mortality_rate_percent__UCSF,mortality_rate_percent__UMN,mortality_rate_percent__UPenn,mortality_rate_percent__ALL,ci_lower_95__Emory,ci_lower_95__JHU,ci_lower_95__MIMIC,ci_lower_95__Michigan,ci_lower_95__NU,ci_lower_95__OHSU,ci_lower_95__RUSH,ci_lower_95__Sunnybrook,ci_lower_95__UCMC,ci_lower_95__UCSF,ci_lower_95__UMN,ci_lower_95__UPenn,ci_lower_95__ALL,ci_upper_95__Emory,ci_upper_95__JHU,ci_upper_95__MIMIC,ci_upper_95__Michigan,ci_upper_95__NU,ci_upper_95__OHSU,ci_upper_95__RUSH,ci_upper_95__Sunnybrook,ci_upper_95__UCMC,ci_upper_95__UCSF,ci_upper_95__UMN,ci_upper_95__UPenn,ci_upper_95__ALL,ci_margin_95__Emory,ci_margin_95__JHU,ci_margin_95__MIMIC,ci_margin_95__Michigan,ci_margin_95__NU,ci_margin_95__OHSU,ci_margin_95__RUSH,ci_margin_95__Sunnybrook,ci_margin_95__UCMC,ci_margin_95__UCSF,ci_margin_95__UMN,ci_margin_95__UPenn,ci_margin_95__ALL
10.0,78000.0,124357.0,84798.0,,125101.0,56397.0,57642.0,44112.0,41148.0,77246.0,156828.0,167797.0,1013426,1946.0,4182.0,1955.0,,4048.0,1330.0,888.0,1004.0,1476.0,2602.0,4067.0,3111.0,26609.0,612.0,1046.0,708.0,,976.0,347.0,303.0,311.0,435.0,508.0,954.0,1163.0,7363.0,31.45,25.01,36.21,,24.11,26.09,34.12,30.98,29.47,19.52,23.46,37.38,27.670085,29.39,23.7,34.09,,22.79,23.73,31.01,28.12,27.15,18.0,22.16,35.68,25.952537,33.51,26.32,38.34,,25.43,28.45,37.23,33.83,31.8,21.05,24.76,39.08,29.389522,2.06,1.31,2.13,,1.32,2.36,3.11,2.86,2.32,1.52,1.3,1.7,1.718282
11.0,78000.0,124357.0,84798.0,,125101.0,56397.0,57642.0,44112.0,41148.0,77246.0,156828.0,167797.0,1013426,1620.0,3372.0,1425.0,,3211.0,1093.0,703.0,665.0,1177.0,2100.0,3239.0,2295.0,20900.0,590.0,1053.0,561.0,,930.0,349.0,281.0,286.0,456.0,488.0,930.0,1007.0,6931.0,36.42,31.23,39.37,,28.96,31.93,39.97,43.01,38.74,23.24,28.71,43.88,33.162588,34.08,29.66,36.84,,27.39,29.17,36.36,39.26,35.96,21.43,27.16,41.85,31.127565,38.76,32.79,41.9,,30.53,34.69,43.58,46.76,41.52,25.04,30.27,45.91,35.196543,2.34,1.56,2.53,,1.57,2.76,3.61,3.75,2.78,1.81,1.56,2.03,2.034959
12.0,78000.0,124357.0,84798.0,,125101.0,56397.0,57642.0,44112.0,41148.0,77246.0,156828.0,167797.0,1013426,1211.0,2618.0,956.0,,2531.0,818.0,534.0,405.0,1063.0,1650.0,2535.0,1699.0,16020.0,522.0,998.0,419.0,,843.0,302.0,247.0,224.0,474.0,419.0,881.0,857.0,6186.0,43.1,38.12,43.83,,33.31,36.92,46.25,55.31,44.59,25.39,34.75,50.44,38.613074,40.32,36.26,40.69,,31.47,33.62,42.04,50.49,41.61,23.3,32.9,48.07,36.233099,45.89,39.98,46.97,,35.14,40.22,50.47,60.13,47.57,27.49,36.61,52.82,40.996231,2.78,1.86,3.14,,1.83,3.3,4.21,4.82,2.98,2.1,1.85,2.37,2.379425
13.0,78000.0,124357.0,84798.0,,125101.0,56397.0,57642.0,44112.0,41148.0,77246.0,156828.0,167797.0,1013426,931.0,1907.0,618.0,,1831.0,694.0,376.0,240.0,833.0,1218.0,1782.0,1106.0,11536.0,486.0,848.0,304.0,,786.0,272.0,193.0,137.0,411.0,375.0,755.0,612.0,5179.0,52.2,44.47,49.19,,42.93,39.19,51.33,57.08,49.34,30.79,42.37,55.33,44.894646,49.0,42.24,45.26,,40.66,35.57,46.3,50.87,45.95,28.2,40.08,52.41,42.034065,55.4,46.7,53.12,,45.19,42.82,56.36,63.3,52.73,33.38,44.66,58.26,47.755409,3.2,2.23,3.93,,2.26,3.62,5.03,6.21,3.39,2.59,2.29,2.92,2.858994
14.0,78000.0,124357.0,84798.0,,125101.0,56397.0,57642.0,44112.0,41148.0,77246.0,156828.0,167797.0,1013426,648.0,1409.0,417.0,,1343.0,501.0,291.0,139.0,632.0,911.0,1255.0,730.0,8276.0,375.0,751.0,266.0,,658.0,212.0,156.0,87.0,345.0,334.0,600.0,461.0,4245.0,57.87,53.3,63.79,,48.99,42.32,53.61,62.59,54.59,36.66,47.81,63.15,51.29235,54.08,50.7,59.2,,46.33,38.01,47.92,54.65,50.72,33.54,45.05,59.66,47.930321,61.66,55.9,68.38,,51.66,46.63,59.3,70.53,58.46,39.79,50.57,66.64,54.657102,3.79,2.6,4.59,,2.67,4.31,5.69,7.94,3.87,3.12,2.76,3.49,3.363652
15.0,78000.0,124357.0,84798.0,,125101.0,56397.0,57642.0,44112.0,41148.0,77246.0,156828.0,167797.0,1013426,488.0,1087.0,286.0,,902.0,364.0,215.0,86.0,529.0,718.0,877.0,421.0,5973.0,291.0,678.0,168.0,,508.0,191.0,132.0,54.0,317.0,276.0,430.0,295.0,3340.0,59.63,62.37,58.74,,56.32,52.47,61.4,62.79,59.92,38.44,49.03,70.07,55.917012,55.29,59.5,53.07,,53.09,47.37,54.94,52.78,55.76,34.89,45.73,65.71,52.006405,63.97,65.25,64.41,,59.55,57.58,67.85,72.8,64.09,41.99,52.33,74.43,59.830573,4.34,2.88,5.67,,3.23,5.1,6.45,10.01,4.16,3.55,3.3,4.36,3.912066
16.0,78000.0,124357.0,84798.0,,125101.0,56397.0,57642.0,44112.0,41148.0,77246.0,156828.0,167797.0,1013426,312.0,688.0,162.0,,591.0,243.0,156.0,44.0,369.0,540.0,611.0,247.0,3963.0,223.0,463.0,110.0,,367.0,145.0,100.0,37.0,243.0,251.0,336.0,188.0,2463.0,71.47,67.3,67.9,,62.1,59.67,64.1,84.09,65.85,46.48,54.99,76.11,62.149185,66.49,63.8,60.78,,58.2,53.55,56.66,73.37,61.04,42.29,51.06,70.82,57.535274,76.46,70.79,75.02,,66.0,65.79,71.55,94.81,70.67,50.67,58.92,81.41,66.764095,4.99,3.5,7.12,,3.9,6.12,7.44,10.72,4.82,4.19,3.93,5.29,4.61563
17.0,78000.0,124357.0,84798.0,,125101.0,56397.0,57642.0,44112.0,41148.0,77246.0,156828.0,167797.0,1013426,213.0,445.0,108.0,,396.0,154.0,84.0,23.0,250.0,386.0,432.0,116.0,2607.0,167.0,313.0,78.0,,265.0,89.0,58.0,21.0,164.0,193.0,269.0,86.0,1703.0,78.4,70.34,72.22,,66.92,57.79,69.05,91.3,65.6,50.0,62.27,74.14,65.324595,72.9,66.11,63.89,,62.3,50.08,59.34,79.12,59.75,45.04,57.72,66.26,59.830591,83.9,74.57,80.56,,71.53,65.5,78.75,100.0,71.45,54.96,66.82,82.02,70.786471,5.5,4.23,8.34,,4.61,7.71,9.7,12.19,5.85,4.96,4.55,7.88,5.492666
18.0,78000.0,124357.0,84798.0,,125101.0,56397.0,57642.0,44112.0,41148.0,77246.0,156828.0,167797.0,1013426,144.0,290.0,52.0,,221.0,78.0,56.0,7.0,173.0,250.0,225.0,43.0,1539.0,116.0,235.0,36.0,,173.0,57.0,40.0,6.0,124.0,149.0,158.0,33.0,1127.0,80.56,81.03,69.23,,78.28,73.08,71.43,85.71,71.68,59.6,70.22,76.74,73.228999,74.13,76.53,57.05,,72.87,63.41,59.9,61.34,65.02,53.56,64.29,64.45,66.630351,86.98,85.54,81.41,,83.69,82.75,82.96,100.0,78.33,65.64,76.16,89.04,79.783366,6.43,4.5,12.18,,5.41,9.67,11.53,24.37,6.66,6.04,5.93,12.3,6.598928
19.0,78000.0,124357.0,84798.0,,125101.0,56397.0,57642.0,,41148.0,77246.0,156828.0,167797.0,969314,75.0,163.0,23.0,,119.0,58.0,32.0,,86.0,145.0,118.0,14.0,833.0,61.0,134.0,16.0,,88.0,45.0,25.0,,66.0,93.0,87.0,9.0,624.0,81.33,82.21,69.57,,73.95,77.59,78.12,,76.74,64.14,73.73,64.29,74.910372,72.6,76.36,51.93,,66.15,67.05,64.26,,67.93,56.42,65.88,41.84,66.369292,90.07,88.06,87.2,,81.75,88.12,91.99,,85.55,71.85,81.58,86.73,83.449856,8.74,5.85,17.63,,7.8,10.53,13.87,,8.81,7.71,7.85,22.45,8.539652
20.0,78000.0,124357.0,84798.0,,125101.0,56397.0,57642.0,,41148.0,77246.0,156828.0,167797.0,969314,42.0,72.0,19.0,,57.0,33.0,16.0,,52.0,77.0,78.0,6.0,452.0,38.0,65.0,15.0,,40.0,24.0,14.0,,40.0,59.0,65.0,5.0,365.0,90.48,90.28,78.95,,70.18,72.73,87.5,,76.92,76.62,83.33,83.33,80.752257,81.33,83.31,61.53,,58.61,58.15,71.24,,65.72,67.31,75.11,56.66,70.313407,99.63,97.25,96.36,,81.74,87.3,100.0,,88.13,85.94,91.56,100.0,90.927434,9.15,6.97,17.41,,11.57,14.58,16.26,,11.2,9.31,8.22,26.67,10.438429
21.0,78000.0,124357.0,84798.0,,125101.0,56397.0,57642.0,44112.0,41148.0,77246.0,156828.0,167797.0,1013426,21.0,29.0,9.0,,27.0,13.0,6.0,1.0,17.0,35.0,20.0,1.0,179.0,17.0,25.0,7.0,,25.0,11.0,4.0,0.0,14.0,30.0,19.0,1.0,153.0,80.95,86.21,77.78,,92.59,84.62,66.67,0.0,82.35,85.71,95.0,100.0,85.474134,64.79,73.68,53.57,,81.94,65.66,36.5,0.0,64.93,74.16,83.64,60.33,70.932626,97.12,98.74,100.0,,100.0,100.0,96.83,39.67,99.77,97.27,100.0,100.0,98.45905,16.17,12.53,24.21,,10.66,18.95,30.16,39.67,17.42,11.56,11.36,39.67,14.766704
22.0,78000.0,124357.0,84798.0,,125101.0,56397.0,57642.0,,41148.0,77246.0,156828.0,,801517,10.0,12.0,5.0,,12.0,6.0,1.0,,6.0,9.0,10.0,,71.0,9.0,12.0,5.0,,12.0,6.0,0.0,,6.0,7.0,9.0,,66.0,90.0,100.0,100.0,,100.0,100.0,0.0,,100.0,77.78,90.0,,92.958028,70.69,87.88,78.28,,87.88,80.48,0.0,,80.48,53.57,70.69,,75.524085,100.0,100.0,100.0,,100.0,100.0,39.67,,100.0,100.0,100.0,,99.150282,19.31,12.12,21.72,,12.12,19.52,39.67,,19.52,24.21,19.31,,17.992676
23.0,78000.0,124357.0,,,125101.0,,,,41148.0,77246.0,156828.0,,602680,2.0,2.0,,,1.0,,,,1.0,2.0,1.0,,9.0,2.0,2.0,,,1.0,,,,1.0,2.0,1.0,,9.0,100.0,100.0,,,100.0,,,,100.0,100.0,100.0,,100.0,67.12,67.12,,,60.33,,,,60.33,67.12,60.33,,64.856667,100.0,100.0,,,100.0,,,,100.0,100.0,100.0,,100.0,32.88,32.88,,,39.67,,,,39.67,32.88,39.67,,35.143333
0,,,,13345.0,,,,,,,,,13345,,,,1565.0,,,,,,,,,1565.0,,,,48.0,,,,,,,,,48.0,,,,3.07,,,,,,,,,3.07,,,,2.21,,,,,,,,,2.21,,,,3.93,,,,,,,,,3.93,,,,0.86,,,,,,,,,0.86
1,,,,13345.0,,,,,,,,,13345,,,,1956.0,,,,,,,,,1956.0,,,,80.0,,,,,,,,,80.0,,,,4.09,,,,,,,,,4.09,,,,3.21,,,,,,,,,3.21,,,,4.97,,,,,,,,,4.97,,,,0.88,,,,,,,,,0.88
2,,,,13345.0,,,,,,,,,13345,,,,1256.0,,,,,,,,,1256.0,,,,77.0,,,,,,,,,77.0,,,,6.13,,,,,,,,,6.13,,,,4.8,,,,,,,,,4.8,,,,7.46,,,,,,,,,7.46,,,,1.33,,,,,,,,,1.33
3,,,,13345.0,,,,,,,,,13345,,,,1002.0,,,,,,,,,1002.0,,,,107.0,,,,,,,,,107.0,,,,10.68,,,,,,,,,10.68,,,,8.76,,,,,,,,,8.76,,,,12.59,,,,,,,,,12.59,,,,1.91,,,,,,,,,1.91
4,,,,13345.0,,,,,,,,,13345,,,,820.0,,,,,,,,,820.0,,,,125.0,,,,,,,,,125.0,,,,15.24,,,,,,,,,15.24,,,,12.78,,,,,,,,,12.78,,,,17.7,,,,,,,,,17.7,,,,2.46,,,,,,,,,2.46
5,,,,13345.0,,,,,,,,,13345,,,,699.0,,,,,,,,,699.0,,,,102.0,,,,,,,,,102.0,,,,14.59,,,,,,,,,14.59,,,,11.98,,,,,,,,,11.98,,,,17.21,,,,,,,,,17.21,,,,2.62,,,,,,,,,2.62
6,,,,13345.0,,,,,,,,,13345,,,,664.0,,,,,,,,,664.0,,,,107.0,,,,,,,,,107.0,,,,16.11,,,,,,,,,16.11,,,,13.32,,,,,,,,,13.32,,,,18.91,,,,,,,,,18.91,,,,2.8,,,,,,,,,2.8
7,,,,13345.0,,,,,,,,,13345,,,,667.0,,,,,,,,,667.0,,,,105.0,,,,,,,,,105.0,,,,15.74,,,,,,,,,15.74,,,,12.98,,,,,,,,,12.98,,,,18.51,,,,,,,,,18.51,,,,2.76,,,,,,,,,2.76
8,,,,13345.0,,,,,,,,,13345,,,,753.0,,,,,,,,,753.0,,,,102.0,,,,,,,,,102.0,,,,13.55,,,,,,,,,13.55,,,,11.1,,,,,,,,,11.1,,,,15.99,,,,,,,,,15.99,,,,2.45,,,,,,,,,2.45
9,,,,13345.0,,,,,,,,,13345,,,,815.0,,,,,,,,,815.0,,,,112.0,,,,,,,,,112.0,,,,13.74,,,,,,,,,13.74,,,,11.38,,,,,,,,,11.38,,,,16.11,,,,,,,,,16.11,,,,2.36,,,,,,,,,2.36
10,,,,13345.0,,,,,,,,,13345,,,,831.0,,,,,,,,,831.0,,,,102.0,,,,,,,,,102.0,,,,12.27,,,,,,,,,12.27,,,,10.04,,,,,,,,,10.04,,,,14.51,,,,,,,,,14.51,,,,2.23,,,,,,,,,2.23
11,,,,13345.0,,,,,,,,,13345,,,,707.0,,,,,,,,,707.0,,,,111.0,,,,,,,,,111.0,,,,15.7,,,,,,,,,15.7,,,,13.02,,,,,,,,,13.02,,,,18.38,,,,,,,,,18.38,,,,2.68,,,,,,,,,2.68
12,,,,13345.0,,,,,,,,,13345,,,,545.0,,,,,,,,,545.0,,,,124.0,,,,,,,,,124.0,,,,22.75,,,,,,,,,22.75,,,,19.24,,,,,,,,,19.24,,,,26.26,,,,,,,,,26.26,,,,3.51,,,,,,,,,3.51
13,,,,13345.0,,,,,,,,,13345,,,,339.0,,,,,,,,,339.0,,,,77.0,,,,,,,,,77.0,,,,22.71,,,,,,,,,22.71,,,,18.27,,,,,,,,,18.27,,,,27.16,,,,,,,,,27.16,,,,4.45,,,,,,,,,4.45
14,,,,13345.0,,,,,,,,,13345,,,,251.0,,,,,,,,,251.0,,,,75.0,,,,,,,,,75.0,,,,29.88,,,,,,,,,29.88,,,,24.25,,,,,,,,,24.25,,,,35.51,,,,,,,,,35.51,,,,5.63,,,,,,,,,5.63
15,,,,13345.0,,,,,,,,,13345,,,,186.0,,,,,,,,,186.0,,,,78.0,,,,,,,,,78.0,,,,41.94,,,,,,,,,41.94,,,,34.91,,,,,,,,,34.91,,,,48.96,,,,,,,,,48.96,,,,7.02,,,,,,,,,7.02
16,,,,13345.0,,,,,,,,,13345,,,,121.0,,,,,,,,,121.0,,,,53.0,,,,,,,,,53.0,,,,43.8,,,,,,,,,43.8,,,,35.1,,,,,,,,,35.1,,,,52.51,,,,,,,,,52.51,,,,8.71,,,,,,,,,8.71
17,,,,13345.0,,,,,,,,,13345,,,,71.0,,,,,,,,,71.0,,,,37.0,,,,,,,,,37.0,,,,52.11,,,,,,,,,52.11,,,,40.79,,,,,,,,,40.79,,,,63.43,,,,,,,,,63.43,,,,11.32,,,,,,,,,11.32
18,,,,13345.0,,,,,,,,,13345,,,,54.0,,,,,,,,,54.0,,,,33.0,,,,,,,,,33.0,,,,61.11,,,,,,,,,61.11,,,,48.53,,,,,,,,,48.53,,,,73.7,,,,,,,,,73.7,,,,12.58,,,,,,,,,12.58
19,,,,13345.0,,,,,,,,,13345,,,,23.0,,,,,,,,,23.0,,,,21.0,,,,,,,,,21.0,,,,91.3,,,,,,,,,91.3,,,,79.12,,,,,,,,,79.12,,,,100.0,,,,,,,,,100.0,,,,12.19,,,,,,,,,12.19
20,,,,13345.0,,,,,,,,,13345,,,,11.0,,,,,,,,,11.0,,,,9.0,,,,,,,,,9.0,,,,81.82,,,,,,,,,81.82,,,,60.54,,,,,,,,,60.54,,,,100.0,,,,,,,,,100.0,,,,21.28,,,,,,,,,21.28
21,,,,13345.0,,,,,,,,,13345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,13345.0,,,,,,,,,13345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
