hour_bin,median__Emory,median__JHU,median__MIMIC,median__NU,median__OHSU,median__RUSH,median__Sunnybrook,median__UCMC,median__UCSF,median__UMN,median__UPenn,median__ALL,q25__Emory,q25__JHU,q25__MIMIC,q25__NU,q25__OHSU,q25__RUSH,q25__Sunnybrook,q25__UCMC,q25__UCSF,q25__UMN,q25__UPenn,q25__ALL,q75__Emory,q75__JHU,q75__MIMIC,q75__NU,q75__OHSU,q75__RUSH,q75__Sunnybrook,q75__UCMC,q75__UCSF,q75__UMN,q75__UPenn,q75__ALL,mean__Emory,mean__JHU,mean__MIMIC,mean__NU,mean__OHSU,mean__RUSH,mean__Sunnybrook,mean__UCMC,mean__UCSF,mean__UMN,mean__UPenn,mean__ALL,std__Emory,std__JHU,std__MIMIC,std__NU,std__OHSU,std__RUSH,std__Sunnybrook,std__UCMC,std__UCSF,std__UMN,std__UPenn,std__ALL,count__Emory,count__JHU,count__MIMIC,count__NU,count__OHSU,count__RUSH,count__Sunnybrook,count__UCMC,count__UCSF,count__UMN,count__UPenn,count__ALL
147,400,,,450,,380,,450,400,400,400,422.194131,350.0,,,400.0,,322.5,,380.0,307.5,365.0,360.0,307.5,450.0,,,500.0,,400.0,,500.0,400.0,460.0,460.0,500.0,402.258772,,,436.310345,,369.047619,,447.274336,368.947368,412.820513,415.205066,424.444695,69.759238,,,64.865211,,68.957729,,90.074855,87.419136,73.835504,76.69238,77.006352,228,,,435,,42,,565,38,78,829,2215
148,390,,,450,,360,,450,390,400,400,422.052545,380.0,,,400.0,,350.0,,400.0,307.5,380.0,360.0,307.5,440.0,,,500.0,,420.0,,480.0,400.0,460.0,470.0,500.0,404.737762,,,438.692308,,374.848485,,445.231417,355.6,417.903226,412.65233,424.573071,63.301155,,,72.850201,,68.470852,,83.401921,83.156111,65.665249,82.407784,78.07079,286,,,455,,33,,713,50,62,837,2436
149,390,,,450,,400,,450,400,380,400,421.1883,362.5,,,400.0,,350.0,,400.0,330.0,365.0,360.0,330.0,440.0,,,500.0,,420.0,,480.0,400.0,460.0,470.0,500.0,402.204724,,,433.813559,,390.25641,,446.115843,361.724138,405.818182,414.007398,423.667733,64.865789,,,75.25553,,70.505214,,80.016467,84.560585,70.044719,77.210039,75.958808,254,,,413,,39,,587,29,55,811,2188
150,390,,,450,,400,,450,385,450,400,423.179844,380.0,,,400.0,,340.0,,400.0,330.0,380.0,360.0,330.0,450.0,,,500.0,,430.0,,480.0,400.0,500.0,470.0,500.0,407.675277,,,434.426407,,389.142857,,444.009509,359.52381,428.04878,412.70122,423.996525,61.102083,,,74.286527,,68.012604,,79.95987,75.026902,76.883663,78.359958,75.704902,271,,,462,,35,,631,42,41,820,2302
151,400,,,450,,400,,450,370,380,400,423.051666,380.0,,,400.0,,330.0,,380.0,280.0,357.5,350.0,280.0,450.0,,,500.0,,400.0,,490.0,400.0,495.0,460.0,500.0,410.371287,,,439.267139,,385.172414,,442.403509,345.454545,410.652174,406.132812,422.136649,65.300574,,,75.887682,,68.17104,,80.401095,83.557275,80.977423,75.610634,76.121733,202,,,423,,29,,570,33,46,768,2071
152,400,,,450,,365,,450,360,400,400,421.989552,370.0,,,400.0,,315.0,,400.0,280.0,380.0,360.0,280.0,470.0,,,490.0,,420.0,,490.0,400.0,480.0,480.0,490.0,414.178404,,,435.183066,,371.388889,,443.901274,344.594595,418.636364,417.920455,426.070962,67.293753,,,79.177036,,74.187129,,79.389033,88.52478,81.559537,82.95759,79.722251,213,,,437,,36,,628,37,66,880,2297
153,400,,,450,,370,,450,375,380,400,421.561782,370.0,,,400.0,,310.0,,400.0,280.0,380.0,352.5,280.0,440.0,,,500.0,,440.0,,500.0,400.0,450.0,470.0,500.0,408.215768,,,439.509569,,378.518519,,447.085515,349.583333,395.833333,415.570264,425.916674,62.785441,,,74.028876,,80.512957,,81.451354,86.047468,66.823615,81.718826,77.69816,241,,,418,,27,,573,24,60,834,2177
154,400,,,420,,400,,450,350,380,400,416.313901,360.0,,,400.0,,350.0,,382.5,345.0,380.0,370.0,345.0,440.0,,,500.0,,440.0,,480.0,385.0,460.0,470.0,500.0,407.124464,,,429.367542,,400.833333,,442.311475,352.142857,403.818182,418.637398,424.534439,58.896951,,,76.316318,,76.038701,,77.798536,58.963714,70.880466,79.378293,75.729005,233,,,419,,24,,610,28,55,861,2230
155,400,,,450,,400,,450,360,380,410,425.439189,360.0,,,400.0,,352.5,,380.0,340.0,380.0,350.0,340.0,450.0,,,500.0,,415.0,,500.0,400.0,480.0,470.0,500.0,404.23913,,,435.335121,,388.0,,442.411972,362.142857,415.272727,414.500761,423.692857,57.884535,,,74.912729,,60.366696,,84.331541,58.013864,74.482276,79.284871,76.816891,230,,,373,,30,,568,28,55,788,2072
156,400,,,450,,360,,450,350,380,410,426.430238,360.0,,,400.0,,327.5,,380.0,350.0,380.0,350.0,327.5,450.0,,,500.0,,405.0,,480.0,400.0,420.0,470.0,500.0,411.015625,,,440.023529,,377.083333,,438.525641,367.5,390.769231,416.169682,425.104153,64.374841,,,78.321118,,70.617104,,80.556288,55.619408,68.677409,81.158984,78.086587,192,,,425,,24,,624,28,65,785,2143
157,400,,,450,,400,,450,370,380,410,426.124305,360.0,,,400.0,,330.0,,385.0,347.5,330.0,350.0,330.0,450.0,,,500.0,,440.0,,500.0,400.0,450.0,480.0,500.0,405.539216,,,433.962766,,386.0,,442.912966,363.75,379.5,419.557001,424.773522,65.733478,,,73.169128,,74.610098,,84.611555,55.467382,76.239131,89.896705,81.561444,204,,,376,,25,,563,24,80,707,1979
158,400,,,450,,400,,450,400,380,405,425.219048,360.0,,,400.0,,350.0,,380.0,350.0,330.0,350.0,330.0,440.0,,,490.0,,420.0,,480.0,420.0,450.0,470.0,490.0,401.91358,,,433.72315,,389.393939,,440.672269,387.575758,386.923077,415.825843,423.072857,61.391751,,,73.102666,,73.098367,,79.606895,50.001894,71.761826,82.077219,76.228629,243,,,419,,33,,595,33,65,712,2100
159,400,,,450,,370,,450,400,380,400,422.45732,360.0,,,400.0,,300.0,,380.0,340.0,330.0,350.0,300.0,450.0,,,500.0,,425.0,,490.0,400.0,450.0,470.0,500.0,401.705069,,,437.5,,379.0625,,441.527002,365.483871,392.753623,414.697758,422.989033,61.565951,,,75.731841,,80.576927,,85.570385,66.123052,79.110572,82.825699,79.376639,217,,,378,,32,,537,31,69,669,1933
160,400,,,450,,370,,450,390,400,420,430.718985,360.0,,,400.0,,310.0,,380.0,350.0,380.0,360.0,310.0,450.0,,,500.0,,400.0,,480.0,400.0,450.0,480.0,500.0,407.043269,,,442.790698,,367.037037,,438.432,373.076923,400.952381,423.701515,427.860244,59.921713,,,76.921601,,66.089381,,78.324434,56.197454,74.481309,84.175506,77.908843,208,,,387,,27,,625,26,63,792,2128
161,400,,,450,,380,,450,400,380,400,422.031853,360.0,,,400.0,,320.0,,380.0,350.0,380.0,360.0,320.0,440.0,,,500.0,,420.0,,480.0,400.0,450.0,470.0,500.0,398.356481,,,440.606469,,387.619048,,440.170068,382.758621,389.893617,414.970518,423.114286,60.796709,,,79.900928,,82.213427,,77.804006,48.247617,65.754426,82.331024,77.136066,216,,,371,,21,,588,29,94,753,2072
162,400,,,450,,370,,440,400,380,410,424.769932,360.0,,,400.0,,330.0,,400.0,350.0,380.0,350.0,330.0,440.0,,,500.0,,400.0,,470.0,420.0,457.5,460.0,500.0,400.591837,,,439.749403,,374.230769,,434.229692,385.517241,402.575758,413.064368,422.511526,60.862624,,,77.52525,,61.460431,,75.618315,71.042553,62.198457,77.398556,74.268154,245,,,419,,26,,714,29,66,696,2195
163,400,,,420,,400,,450,380,380,410,421.558742,360.0,,,400.0,,350.0,,400.0,350.0,380.0,360.0,350.0,450.0,,,500.0,,420.0,,480.0,400.0,460.0,470.0,500.0,401.34715,,,433.022113,,397.241379,,439.044776,377.692308,410.9375,413.434548,423.221554,60.998623,,,84.375171,,67.44821,,78.02867,52.862667,57.675647,74.749438,75.230925,193,,,407,,29,,670,26,96,741,2162
164,400,,,450,,370,,430,375,450,400,420.341131,380.0,,,400.0,,320.0,,400.0,350.0,380.0,350.0,320.0,460.0,,,500.0,,410.0,,490.0,415.0,460.0,460.0,500.0,415.708155,,,434.617225,,376.315789,,438.639876,376.0,421.818182,408.415385,423.69883,65.740417,,,78.98925,,71.895799,,78.1164,65.210534,71.572054,75.689108,75.698369,233,,,418,,19,,647,30,55,650,2052
165,400,,,450,,400,,450,400,400,400,425.418994,360.0,,,400.0,,330.0,,390.0,350.0,350.0,350.0,330.0,450.0,,,500.0,,400.0,,480.0,420.0,460.0,470.0,500.0,409.260204,,,441.446384,,375.238095,,438.366667,393.157895,399.661017,412.691131,424.862875,67.442957,,,83.211494,,68.30952,,78.062936,56.621325,74.23091,78.486483,77.562359,196,,,401,,21,,600,38,59,654,1969
166,390,,,450,,385,,430,400,450,400,419.175695,360.0,,,400.0,,330.0,,380.0,347.5,342.5,350.0,330.0,435.0,,,500.0,,400.0,,470.0,420.0,460.0,460.0,500.0,395.30837,,,438.840206,,385.909091,,431.719395,384.444444,410.47619,409.508076,420.306171,55.383954,,,80.647863,,79.442048,,78.89693,60.542521,84.042741,78.372791,76.330908,227,,,388,,22,,727,36,42,681,2123
167,400,,,450,,380,,450,375,420,400,426.436537,365.0,,,400.0,,330.0,,380.0,340.0,380.0,350.0,330.0,450.0,,,500.0,,400.0,,480.0,415.0,460.0,460.0,500.0,403.224044,,,442.703081,,378.947368,,436.53125,373.333333,421.698113,411.214642,424.378651,56.46879,,,79.425899,,69.832716,,81.168109,66.453683,75.923439,76.527918,76.459945,183,,,357,,19,,640,30,53,601,1883
168,395,,,450,,380,,440,375,400,400,422.607833,350.0,,,400.0,,350.0,,380.0,340.0,360.0,350.0,340.0,460.0,,,500.0,,400.0,,470.0,420.0,460.0,460.0,500.0,398.235294,,,433.365617,,386.551724,,435.445255,377.941176,411.803279,406.285956,420.32474,65.887825,,,77.20578,,69.038078,,80.269914,62.366435,81.394271,77.231467,76.868322,204,,,413,,29,,685,34,61,591,2017
