value,emory_probability,mimic_probability,nu_probability,rush_probability,sunnybrook_probability,umn_probability,upenn_probability
36.5,0.25383469263744385,0.20013979506460827,0.21924865868985788,0.44054830130649164,0.27884719099259064,0.19216656206978353,0.22900522327006106
36.6,,,,,0.38175550045898443,,
36.611,0.38035312203757193,,,0.5368741229135412,,,
36.667,,,0.36162495022727176,,,,
36.67,,,,,,,0.3947223258370557
36.7,,0.38254522996288126,,,,0.348343243787787,
36.778,0.5212371990758994,,,0.6431044726942582,,,
36.78,,,,,,,0.4948936348932712
36.8,,0.46325455429369067,0.4605033098654989,,,,
36.9,,,,,0.4990058479973268,0.48456973569079703,
36.94,,,,,,,0.6166310936436827
36.944,,,,0.7173360435065167,,,
37,0.6542989401358514,0.5927744730039038,0.6105482016012335,,,0.5347936501463917,
37.1,,,,,0.5907597418221946,,
37.167,,,,0.805802685905989,,,
37.17,,,,,,,0.746400031001462
37.2,,0.7186434453849894,,,,0.650488989951483,
37.222,0.752179089771199,,0.7226529626033925,,,,
37.3,,,,,0.662993408274392,,
37.5,0.8464833911160665,0.8157734735735166,0.8172795842566475,0.887768667821882,0.7533677087662634,0.7627941994947964,0.8563284656852568
37.6,,0.860920602662783,,,,0.8229027198587731,
37.61,,,,,,,0.8938394769412554
37.611,0.8958585148620966,,0.8653207741404848,0.9162509244044594,,,
37.7,,,,,0.8509002053927089,,
37.72,,,,,,,0.9125259761726054
37.722,0.9141793968932819,,0.8888190275321467,,,,
37.778,,,,0.9387479460202306,,,
37.8,,0.9053896213640242,,,,0.8773375799782437,
37.889,0.9418985076259292,,,,,,
37.9,,,,,0.9007778975420007,,
37.94,,,,,,,0.9407439095224931
37.944,,,0.9250863927305193,0.9541858790367176,,,
38,,0.9289027339324352,,,,0.9130187668457013,
38.2,,,,,0.9433454044607102,,
38.222,0.9672043418957245,,,,,,
38.278,0.978433096335018,,0.9623301238784182,,,,
38.28,,,,,,,0.9689411680147179
38.3,,0.9577138708001494,,,0.9620804176946988,0.9504213064710058,
38.33,,,,,,,0.9752835865227639
38.333,,,0.9701519353344678,0.9771298854132157,,,
38.389,0.9827408619583891,,0.9745917129286524,,,,
38.39,,,,,,,0.9786133210597564
38.4,,0.9724399246358547,,,0.9696893010990735,0.9687785462724661,
38.444,,,,0.9835378783244492,,,
38.5,0.9862202768444354,0.9757866602124468,0.979970516460917,0.9852646446562002,0.9771469496957578,0.9743551885647562,0.9829766902345611
38.556,,,,0.9868012304799999,,,
38.6,,0.9803706864354971,0.9812270162182907,,0.9811292148688331,0.9794848839272409,
38.61,,,,,,,0.9864235462165335
38.611,0.9888938014316576,,,,,,
38.667,,,0.9849643662428882,0.9894843503851761,,,
38.7,,0.9840612761411555,,,0.9845310551814704,0.9836519596080017,
38.72,,,,,,,0.9891208033015692
38.722,0.9909250063047915,,,,,,
38.778,,,0.9893125519704308,0.9916381143542069,,,
38.8,,,,,,0.9870485042798433,
38.83,,,,,,,0.9913276008050854
38.889,0.9939535034744101,,,0.9934387724756717,,,
38.9,,0.9898325171666252,,,0.9898548221275004,,
39,,,0.9934013669458182,,,0.9916996388343505,0.9942235963124714
39.1,,0.9929655958086518,,,,,
39.111,,,,0.9958808355586674,,,
39.2,,,,,0.9949070452791734,,
39.222,0.9968758018315511,,,,,,
39.278,,,0.9965468024391902,,,,
39.28,,,,,,,0.9970100475478428
39.3,,0.9959830827106889,,,,0.9961386396846035,
39.389,,,,0.9977602308331057,,,
43.1,,1.0,,,,,
43.33,,,,,,,1.0
44,1.0,,1.0,1.0,1.0,1.0,
