value,emory_probability,mimic_probability,nu_probability,rush_probability,sunnybrook_probability,umn_probability,upenn_probability
115,,,,,0.9499708000778665,,
117.099,,,,,,,0.9094595403170005
118,,0.8843304078219791,,,,,
118.099,,,,,,0.8983666927002925,
118.299,,,0.9068663428045527,,,,
118.999,0.917305366381629,,,,,,
119.499,,,,0.9023259574697464,,,
124.98,,,,,0.974304068522484,,
129,,,,,0.9799493868016352,,
130.3,,0.9415792878678759,,,,,
130.634,,,,,,,0.9547205648384389
131.398,,,,,,0.9491186406814756,
131.599,,,0.9534506459767704,,,,
133.36,,,,,0.9846213743430018,,
134.298,,,,0.9511360267363825,,,
134.6,,0.9534074679882328,,,,,
135.17,0.9586657234231915,,,,,,
135.299,,,,,,,0.9638261605990822
135.669,,,,,,0.9593035399676698,
135.898,,,0.962767506611214,,,,
139.598,,,,0.9610004581839744,,,
139.7,,0.9650077918696012,,,,,
139.998,0.9670082120863394,,,,,,
141,,,,,0.9898773603270391,,
141.063,,,0.9720698051002458,,,,
141.158,,,,,,,0.9728381689391022
141.171,,,,,,0.9694725466334889,
146.299,,,,0.9707840336360941,,,
146.498,0.9752202984257179,,,,,,
147.2,,0.9766528732264851,,,,,
148.798,,,,,,0.9796529051710046,
148.898,,,0.9813866657346894,,,,
149.898,,,,,,,0.9819345593796842
155.298,0.9834682454041331,,,,,,
155.398,,,,0.9804732770934965,,,
157.48,,,,,0.9947440140159626,,
162.998,,,0.9907443003762858,,,,
163.4,,0.9883182988904214,,,,,
164.298,,,,,,0.9898287229598416,
165.373,,,,,,,0.9909434992796837
171.798,,,,0.990243376546371,,,
173.998,0.991781393544433,,,,,,
232,,,,,1.0,,
350.796,,,,1.0,,,
393.396,,,1.0,,,,
416.095,,,,,,1.0,
544.764,,,,,,,1.0
647.993,1.0,,,,,,
1027,,1.0,,,,,
