value,emory_probability,mimic_probability,nu_probability,ohsu_probability,rush_probability,ucmc_probability,upenn_probability
30.25,,,,,,0.08001339323083792,
30.549999999999997,,,0.10484457970816256,,,,
30.900000000000002,0.08760379762137231,,,,,,
31.099999999999998,,0.099776937251479,,,,,
31.549999999999997,,,,,0.08556674690370211,,
31.8,,,,,,,0.07746445831182847
31.9,,,,0.08911477695167286,,,
32.7,,,,,,0.0788526465582187,
33.25,,,0.10198189572209494,,,,
33.849999999999994,,0.0981825235185724,,,,,
33.900000000000006,0.08834769994699695,,,,,,
34.3,,,,,0.0816669580302032,,
34.45,,,,,,,0.07342936236100032
34.55,,,,0.08740706319702603,,,
35.25,,,,,,0.07945534194592484,
37.4,,,0.10212844950977758,,,,
37.7,,0.09764717292212201,,,,,
37.8,0.08555806622590453,,,,,,
37.9,,,,,0.08325376867528206,,
37.95,,,,,,,0.07568150893820673
38.0,,,,0.08754646840148698,,,
38.3,,,,,,0.07795418398950864,
42.9495,0.10162635645939688,,,,,,
43.1495,,,0.08270518751557134,,,,
43.2995,,,,,0.1097454379193954,,
43.5495,,0.0925109106779168,,,,,
43.6495,,,,0.10503020446096654,,,
43.9495,,,,,,0.11685593906079969,
44.7995,,,,,,,0.1197860460751654
48.95,0.10043611273839745,,,,,,
49.650000000000006,,,,,0.10958406734531959,,
49.95,,,0.08058504272042911,,,,
51.85,,0.09213461351954223,,,,,
52.4,,,,0.10381040892193309,,,
52.9,,,,,,0.11715170624180363,
54.75,,,,,,,0.11926992915122225
55.6,0.1001385518081476,,,,,,
56.150000000000006,,,,,0.10939580167556447,,
58.2,,,0.08211408723858468,,,,
61.599999999999994,,0.0912656386383474,,,,,
62.5,,,,0.10404275092936803,,,
63.099999999999994,,,,,,0.11538826418147828,
64.80000000000001,0.10041751518025684,,,,,,
65.0,,,,,,,0.11842537418476985
65.75,,,,,0.10969164772803679,,
70.5,,,0.08101004870470878,,,,
72.2995,0.020159753024427893,,,,,,
73.9995,,,,,0.02204053090918871,,
74.19999999999999,,0.09214237222383861,,,,,
75.4,,,,0.1031017657992565,,,
76.19999999999999,,,,,,0.11642623957141661,
76.75,0.020159753024427893,,,,,,
78.5,,,,,,,0.11856613334584526
79.19999999999999,,,,,0.022027083361349058,,
81.0995,,,0.016594773891931237,,,,
83.19999999999999,0.02012255790814666,,,,,,
84.39949999999999,,0.0185820967898361,,,,,
86.6995,,,,,,0.023678116018862133,
87.4995,,,,0.020922397769516727,,,
88.0,,,,,0.021811922595914635,,
88.35,,,0.01613068689760287,,,,
90.0995,,,,,,,0.023882137662459533
90.6,,0.01827562797012899,,,,,
93.0,,,,,,0.023237255503780797,
95.25,0.020103960350006046,,,,,,
98.30000000000001,,,,0.020841078066914497,,,
98.6,,,,,,,0.023882137662459533
100.9,,,0.016345632452870743,,,,
101.65,,0.018454078168945787,,,,,
102.35,,,,,,0.023298641145121236,
110.05000000000001,,,,,0.021731237308876727,,
115.24000000000001,,,,,,,0.023694458781025666
118.35000000000001,,,,0.020817843866171002,,,
119.25,,,,,,0.023214933452384272,
129.55,,0.036795655125594025,0.029178859127614153,,,,
138.29,,,,,,,0.043682259653732465
151.7,0.020131856687216967,,,,,,
161.7,,,,,0.021865712787273242,,
165.1,,,,,,0.023343285247914285,
165.9,,,,0.04167053903345725,,,
175.0,,,0.0034977503993590714,,,,0.003988176230469666
