value,emory_probability,mimic_probability,nu_probability,ohsu_probability,rush_probability,sunnybrook_probability,ucmc_probability,umn_probability,upenn_probability
47.9,,,,,,0.9913498713188196,,,
49.14,,,0.9851751684964303,,,,,,
50,,,,,0.9868031030805803,,,,
51.28,,,,,,,0.9753224419604472,,
52,0.9678031201100099,,,,,,,,
52.4,,,,,,,,,0.9805307710996042
53.2,,,,0.9714708750135423,,,,,
55.319,,,,,,,,0.9934311184168932,
57,,0.973111274312383,,,,,,,
57.1,,,,,,0.9942294234394777,,,
60,,,0.9903736713846857,,,,,,
62,,,,,,,0.9835769561478934,,
62.5,,,,,0.9911661987262891,,,,
63,0.9786618616340272,,,,,,,,
65,,,,0.9811731850300338,,,,,
67.7,,,,,,,,,0.9869736710476799
70,,,,,,,,0.9966744641841057,
74.66,,0.9819952145175428,,,,,,,
75.51,,,,,,,,0.9973446291964342,
76.9,,,,,,0.9971013273473321,,,
79.9,,,0.9950548215489897,,,,,,
80,0.989093840390725,,,,,,,,
81,,,,0.9904060284328241,,,0.9917024935511608,,
81.3,,,,,0.9955684252746501,,,,
81.818,,,,,,,,0.998033761143074,
83,0.9914173265683531,,0.9960645513481499,,,,,,
83.3,,,,,,0.9977437772228575,,,
84.4,,,,0.992356120520506,,,,,
85,,,,,0.9964782187613113,,,,
86,,,,,,,0.9935511607910577,,
87,,,0.997035033699286,,,,,,
88,0.9938830670017544,,,,,,,,
88.28,,,,0.9942460245807904,,,,,
88.889,,,,,,,,0.9986912815325283,
88.9,,,,,0.9973684467966465,,,,
89.3,,,,,,0.9982676797999227,,,
90,,,,,,,0.9955717970765262,,
90.84,,0.9909976072587714,,,,,,,
91,,,0.998073307097009,,,,,,
91.2,,,,,,,,,0.993492790144864
91.7,,,,,0.9982391093806556,,,,
92,0.995803499454692,,,,,,,,
92.26,,,,0.9961600038520337,,,,,
93,,,,,,,0.9970335339638865,,
94,,0.9935561820378574,,,,,,,
94.8,,,0.999011677899762,,,,,,
94.82,,,,,0.9991097719646648,,,,
95.7,,,,,,0.9988489439730172,,,
95.92,,,,,,,,,0.994795661224937
96,0.9979610223339181,0.9954514226149582,,,,,0.9985167669819432,,
96.38,,,,0.9980739831232771,,,,,
98,,0.9973466631920589,,,,,,,
98.035,,,,,,,,0.9993361572991085,
100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
